WorldSize,Run,ActualTime
2,0,20.212
4,0,11.406
6,0,15.483
8,0,11.657
10,0,10.918
12,0,12.031
14,0,10.185
16,0,10.167
2,1,20.508
4,1,11.495
6,1,15.319
8,1,11.695
10,1,11.046
12,1,11.699
14,1,8.826
16,1,9.922
2,2,20.533
4,2,11.321
6,2,15.31
8,2,11.736
10,2,10.98
12,2,11.095
14,2,8.758
16,2,9.395
2,3,20.494
4,3,11.371
6,3,15.424
8,3,12.098
10,3,11.091
12,3,11.263
14,3,9.367
16,3,9.949
2,4,20.268
4,4,11.388
6,4,15.449
8,4,11.653
10,4,10.845
12,4,11.513
14,4,9.286
16,4,9.877
