WorldSize,Run,ActualTime
2,0,1.514
4,0,1.129
6,0,1.09
8,0,1.095
10,0,10.852
12,0,10.701
14,0,10.823
16,0,10.369
2,1,1.508
4,1,1.124
6,1,1.11
8,1,1.107
10,1,10.757
12,1,10.742
14,1,10.816
16,1,10.501
2,2,1.486
4,2,1.114
6,2,1.066
8,2,1.079
10,2,10.274
12,2,10.45
14,2,10.323
16,2,10.553
2,3,1.549
4,3,1.154
6,3,1.067
8,3,1.033
10,3,10.347
12,3,10.505
14,3,10.617
16,3,10.909
2,4,1.517
4,4,1.071
6,4,1.049
8,4,0.952
10,4,10.689
12,4,10.673
14,4,10.625
16,4,10.71
