WorldSize,Run,ActualTime
2,0,155.422
4,0,47.38
6,0,61.267
8,0,51.265
10,0,41.075
12,0,34.013
14,0,29.439
16,0,25.82
2,1,134.033
4,1,47.378
6,1,52.715
8,1,51.308
10,1,41.394
12,1,34.111
14,1,29.231
16,1,25.865
2,2,125.489
4,2,46.86
6,2,57.118
8,2,51.329
10,2,40.922
12,2,34.252
14,2,29.45
16,2,25.58
2,3,149.199
4,3,49.333
6,3,57.095
8,3,51.363
10,3,40.985
12,3,34.288
14,3,29.294
16,3,25.835
2,4,147.232
4,4,48.434
6,4,51.675
8,4,51.256
10,4,41.096
12,4,34.074
14,4,29.486
16,4,25.881
