WorldSize,Run,ActualTime
2,0,19.147
4,0,12.854
8,0,13.553
16,0,12.928
2,1,18.818
4,1,12.921
8,1,14.094
16,1,12.854
2,2,18.828
4,2,13.307
8,2,14.46
16,2,12.896
2,3,18.152
4,3,13.409
8,3,14.613
16,3,13.11
2,4,18.402
4,4,13.028
8,4,14.142
16,4,13.889
