NumThreads,Run,ExecTimeSecs
1,0,1.24
1,1,1.249
1,2,1.235
1,3,1.239
1,4,1.233
2,0,0.808
2,1,0.83
2,2,0.82
2,3,0.879
2,4,0.823
3,0,0.724
3,1,0.696
3,2,0.674
3,3,0.641
3,4,0.76
4,0,0.677
4,1,0.698
4,2,0.675
4,3,0.705
4,4,0.831
5,0,0.824
5,1,0.816
5,2,0.823
5,3,0.849
5,4,0.821
6,0,0.826
6,1,0.802
6,2,0.812
6,3,0.81
6,4,0.82
7,0,0.784
7,1,0.791
7,2,0.81
7,3,0.792
7,4,0.811
8,0,0.818
8,1,0.779
8,2,0.784
8,3,0.778
8,4,0.78
