NumThreads,Run,ExecTimeSecs
1,0,4.56
2,0,1.33
3,0,1.25
4,0,1.23
5,0,1.36
6,0,1.34
7,0,1.31
8,0,1.28
1,1,1.57
2,1,1.34
3,1,1.24
4,1,1.21
5,1,1.37
6,1,1.32
7,1,1.27
8,1,1.41
1,2,1.54
2,2,1.3
3,2,1.26
4,2,1.18
5,2,1.35
6,2,1.3
7,2,1.3
8,2,1.28
1,3,1.53
2,3,1.34
3,3,1.27
4,3,1.22
5,3,1.37
6,3,1.38
7,3,1.31
8,3,1.29
1,4,1.55
2,4,1.34
3,4,1.22
4,4,1.19
5,4,1.35
6,4,1.31
7,4,1.28
8,4,1.36
