NumThreads,Run,ExecTimeSecs
1,0,5.159
1,1,4.992
1,2,5.137
1,3,5.105
1,4,4.998
2,0,7.878
2,1,8.11
2,2,7.666
2,3,7.751
2,4,8.029
3,0,10.509
3,1,10.48
3,2,10.605
3,3,10.633
3,4,10.613
4,0,11.671
4,1,11.81
4,2,11.871
4,3,11.865
4,4,11.787
5,0,14.849
5,1,14.473
5,2,14.87
5,3,15.312
5,4,15.031
6,0,16.166
6,1,16.531
6,2,16.706
6,3,16.437
6,4,16.421
7,0,17.66
7,1,17.646
7,2,17.672
7,3,17.497
7,4,17.595
8,0,18.478
8,1,18.681
8,2,18.491
8,3,18.536
8,4,18.764
