NumThreads,Run,ExecTimeSecs
1,0,257.0
2,0,129.25
3,0,89.14
4,0,65.7
5,0,96.61
6,0,87.38
7,0,92.02
8,0,81.01
1,1,260.67
2,1,128.1
3,1,88.2
4,1,66.77
5,1,96.24
6,1,88.15
7,1,91.97
8,1,80.57
1,2,260.28
2,2,130.94
3,2,88.18
4,2,66.21
5,2,96.0
6,2,86.24
7,2,92.35
8,2,80.64
1,3,260.55
2,3,128.26
3,3,88.98
4,3,65.99
5,3,96.8
6,3,86.95
7,3,91.55
8,3,80.84
1,4,255.42
2,4,127.91
3,4,88.54
4,4,66.46
5,4,96.93
6,4,86.41
7,4,92.14
8,4,80.8
