NumThreads,Run,ExecTimeSecs
1,0,78.3
1,1,77.626
1,2,77.274
1,3,79.512
1,4,79.214
2,0,42.199
2,1,42.067
2,2,42.176
2,3,42.083
2,4,42.007
3,0,30.345
3,1,30.442
3,2,30.576
3,3,30.164
3,4,30.441
4,0,25.226
4,1,25.379
4,2,25.006
4,3,25.094
4,4,25.006
5,0,28.428
5,1,28.596
5,2,28.5
5,3,28.465
5,4,28.451
6,0,24.839
6,1,24.849
6,2,24.829
6,3,24.765
6,4,24.822
7,0,22.08
7,1,22.173
7,2,22.176
7,3,22.227
7,4,22.13
8,0,20.75
8,1,20.748
8,2,20.718
8,3,20.709
8,4,20.647
