NumThreads,Run,ExecTimeSecs
1,0,89.87
2,0,96.24
3,0,62.43
4,0,49.68
5,0,63.35
6,0,52.71
7,0,49.38
8,0,42.73
1,1,188.58
2,1,87.09
3,1,60.26
4,1,48.0
5,1,62.51
6,1,53.29
7,1,49.28
8,1,40.0
1,2,192.32
2,2,90.86
3,2,62.83
4,2,49.1
5,2,63.41
6,2,55.95
7,2,50.28
8,2,42.13
1,3,183.06
2,3,91.37
3,3,64.63
4,3,45.48
5,3,59.29
6,3,53.56
7,3,48.5
8,3,40.34
1,4,183.36
2,4,89.56
3,4,62.5
4,4,47.28
5,4,65.42
6,4,51.41
7,4,49.98
8,4,45.85
