NumThreads,Run,ExecTimeSecs
1,0,47.48
2,0,24.65
3,0,16.89
4,0,13.09
5,0,10.97
6,0,9.54
7,0,8.59
8,0,8.12
1,1,47.5
2,1,24.69
3,1,16.86
4,1,13.02
5,1,10.85
6,1,9.52
7,1,8.57
8,1,8.13
1,2,47.5
2,2,24.68
3,2,16.89
4,2,13.0
5,2,10.81
6,2,9.41
7,2,8.6
8,2,8.12
1,3,47.49
2,3,24.65
3,3,16.87
4,3,13.37
5,3,11.49
6,3,9.37
7,3,8.69
8,3,8.08
1,4,47.47
2,4,24.66
3,4,16.9
4,4,13.05
5,4,10.83
6,4,9.38
7,4,8.57
8,4,8.27
