NumThreads,Run,ExecTimeSecs
1,0,184.536
1,1,189.332
1,2,195.222
1,3,193.087
1,4,194.758
2,0,95.398
2,1,95.422
2,2,93.84
2,3,92.897
2,4,89.968
3,0,62.339
3,1,62.638
3,2,62.371
3,3,62.946
3,4,62.077
4,0,48.573
4,1,46.507
4,2,49.072
4,3,49.043
4,4,48.349
5,0,60.82
5,1,60.852
5,2,59.442
5,3,62.715
5,4,61.494
6,0,54.497
6,1,53.623
6,2,54.644
6,3,57.133
6,4,54.955
7,0,51.212
7,1,51.225
7,2,51.835
7,3,51.425
7,4,49.159
8,0,44.213
8,1,42.235
8,2,41.755
8,3,44.634
8,4,44.354
