TaskId,SchedulingDecision
10.244.1.2,aks-nodepool1-21454347-vmss00000g,10.244.13.2,aks-nodepool1-21454347-vmss00000i,10.244.3.3,aks-nodepool1-21454347-vmss00000l,10.244.17.2,aks-nodepool1-21454347-vmss00000d,10.244.16.2,aks-nodepool1-21454347-vmss000007,10.244.9.2,aks-nodepool1-21454347-vmss000000,10.244.20.2,aks-nodepool1-21454347-vmss00000h,10.244.5.3,aks-nodepool1-21454347-vmss00000n,10.244.12.2,aks-nodepool1-21454347-vmss00000b,10.244.14.2,aks-nodepool1-21454347-vmss00000f,10.244.15.2,aks-nodepool1-21454347-vmss000004,10.244.24.2,aks-nodepool1-21454347-vmss00000a,10.244.0.3,aks-nodepool1-21454347-vmss00000m,10.244.8.2,aks-nodepool1-21454347-vmss000001,10.244.19.2,aks-nodepool1-21454347-vmss00000k,10.244.22.2,aks-nodepool1-21454347-vmss000009,10.244.23.2,aks-nodepool1-21454347-vmss00000j,10.244.11.2,aks-nodepool1-21454347-vmss000003,10.244.6.2,aks-nodepool1-21454347-vmss000008,10.244.21.2,aks-nodepool1-21454347-vmss000006,10.244.2.3,aks-nodepool1-21454347-vmss000002,10.244.10.2,aks-nodepool1-21454347-vmss00000o,10.244.18.2,aks-nodepool1-21454347-vmss000005,10.244.7.3,aks-nodepool1-21454347-vmss00000e
0,10.244.1.2,6
1,10.244.13.2,1
2,10.244.3.3,3
3,10.244.17.2,1
4,10.244.16.2,5
5,10.244.9.2,5
6,10.244.20.2,3
7,10.244.5.3,6
8,10.244.12.2,6
9,10.244.14.2,2
10,10.244.15.2,6
11,10.244.24.2,1
12,10.244.0.3,3
13,10.244.8.2,4
14,10.244.19.2,4
15,10.244.22.2,6
16,10.244.23.2,4
17,10.244.11.2,6
18,10.244.6.2,2
19,10.244.21.2,7
20,10.244.2.3,6
21,10.244.10.2,5
22,10.244.18.2,6
23,10.244.7.3,1
24,10.244.13.2,1
25,10.244.17.2,3
26,10.244.24.2,6
27,10.244.7.3,7
28,10.244.13.2,2
29,10.244.14.2,1
30,10.244.6.2,6
31,10.244.1.2,6
32,10.244.5.3,7
33,10.244.3.3,4
34,10.244.20.2,4
35,10.244.14.2,1
36,10.244.12.2,6
37,10.244.0.3,3
38,10.244.13.2,2
39,10.244.17.2,3
40,10.244.14.2,1
41,10.244.8.2,2
42,10.244.15.2,5
43,10.244.16.2,7
44,10.244.19.2,4
45,10.244.9.2,7
46,10.244.23.2,4
47,10.244.21.2,5
48,10.244.22.2,5
49,10.244.14.2,3
50,10.244.15.2,3
51,10.244.11.2,5
52,10.244.22.2,3
53,10.244.11.2,3
54,10.244.2.3,5
55,10.244.18.2,4
56,10.244.7.3,7
57,10.244.24.2,7
58,10.244.10.2,7
59,10.244.18.2,1
60,10.244.1.2,7
61,10.244.8.2,3
62,10.244.6.2,3
63,10.244.3.3,1
64,10.244.5.3,5
65,10.244.20.2,3
66,10.244.19.2,3
67,10.244.23.2,1
68,10.244.3.3,3
69,10.244.0.3,5
70,10.244.5.3,2
71,10.244.8.2,3
72,10.244.12.2,5
73,10.244.12.2,1
74,10.244.23.2,1
75,10.244.16.2,7
76,10.244.6.2,2
77,10.244.21.2,3
78,10.244.2.3,1
79,10.244.18.2,2
80,10.244.17.2,3
81,10.244.9.2,6
82,10.244.7.3,6
83,10.244.20.2,2
84,10.244.10.2,7
85,10.244.24.2,6
86,10.244.15.2,5
87,10.244.23.2,6
88,10.244.2.3,7
89,10.244.22.2,1
90,10.244.1.2,6
91,10.244.19.2,4
92,10.244.11.2,2
93,10.244.21.2,1
94,10.244.18.2,5
95,10.244.3.3,1
96,10.244.17.2,2
97,10.244.5.3,5
98,10.244.16.2,6
99,10.244.13.2,3
100,10.244.22.2,4
101,10.244.21.2,3
102,10.244.11.2,6
103,10.244.12.2,6
104,10.244.14.2,5
105,10.244.0.3,7
106,10.244.9.2,4
107,10.244.10.2,6
108,10.244.7.3,7
109,10.244.9.2,4
110,10.244.3.3,2
111,10.244.24.2,7
112,10.244.6.2,1
113,10.244.2.3,7
114,10.244.8.2,4
115,10.244.6.2,4
116,10.244.13.2,3
117,10.244.23.2,6
118,10.244.15.2,7
119,10.244.20.2,5
120,10.244.3.3,2
121,10.244.1.2,7
122,10.244.19.2,4
123,10.244.17.2,5
124,10.244.8.2,3
125,10.244.16.2,7
126,10.244.12.2,7
127,10.244.5.3,1
128,10.244.11.2,3
129,10.244.5.3,1
130,10.244.18.2,3
131,10.244.0.3,6
132,10.244.7.3,6
133,10.244.5.3,4
134,10.244.19.2,1
135,10.244.21.2,2
136,10.244.10.2,4
137,10.244.10.2,4
138,10.244.22.2,6
139,10.244.19.2,1
140,10.244.11.2,3
141,10.244.24.2,6
142,10.244.14.2,2
143,10.244.14.2,1
144,10.244.3.3,2
145,10.244.2.3,5
146,10.244.15.2,4
147,10.244.15.2,2
148,10.244.9.2,4
149,10.244.6.2,2
