TimeStampSecs,NumIdleVms,NumIdleCpus,NumCrossVmLinks
1715250369.965305,2,26,0
1715250373.973058,0,17,0
1715250377.9813645,0,17,0
1715250381.9887822,0,17,0
1715250385.9955387,0,17,0
1715250390.0044987,0,17,0
1715250394.0165346,0,17,0
1715250398.025503,0,17,0
1715250402.0358536,0,17,0
1715250406.049172,0,17,0
1715250410.058347,0,17,0
1715250414.068759,0,17,0
1715250418.0756242,1,24,0
1715250422.0860982,0,12,0
1715250426.095777,1,16,0
1715250430.107598,1,16,0
1715250434.1166008,1,16,0
1715250438.1238284,1,16,0
1715250442.138512,1,16,0
1715250446.1493788,1,16,0
1715250450.1561143,1,16,0
1715250454.1639826,1,16,0
1715250458.1744456,1,16,0
1715250462.1838002,2,23,0
1715250466.1908822,3,32,0
1715250470.199569,3,32,0
1715250474.2084165,3,32,0
1715250478.2149105,3,32,0
1715250482.2225757,3,32,0
1715250486.2285628,4,38,0
1715250490.2372208,4,38,0
1715250494.2455964,4,38,0
1715250498.2533655,4,38,0
1715250502.2617638,4,38,0
1715250506.264922,4,38,0
1715250510.273736,4,38,0
