TaskId,SchedulingDecision
10.244.9.3,aks-nodepool1-60509450-vmss00000o,10.244.22.3,aks-nodepool1-60509450-vmss00000m,10.244.30.3,aks-nodepool1-60509450-vmss000001,10.244.5.3,aks-nodepool1-60509450-vmss00000j,10.244.8.3,aks-nodepool1-60509450-vmss00000b,10.244.6.3,aks-nodepool1-60509450-vmss00000t,10.244.24.3,aks-nodepool1-60509450-vmss00000e,10.244.4.3,aks-nodepool1-60509450-vmss00000v,10.244.18.3,aks-nodepool1-60509450-vmss000004,10.244.13.3,aks-nodepool1-60509450-vmss00000i,10.244.3.3,aks-nodepool1-60509450-vmss00000a,10.244.32.3,aks-nodepool1-60509450-vmss000009,10.244.15.3,aks-nodepool1-60509450-vmss00000l,10.244.17.3,aks-nodepool1-60509450-vmss00000d,10.244.7.3,aks-nodepool1-60509450-vmss000005,10.244.23.3,aks-nodepool1-60509450-vmss000002,10.244.10.3,aks-nodepool1-60509450-vmss00000s,10.244.16.3,aks-nodepool1-60509450-vmss00000r,10.244.29.3,aks-nodepool1-60509450-vmss000006,10.244.14.3,aks-nodepool1-60509450-vmss000003,10.244.26.3,aks-nodepool1-60509450-vmss00000w,10.244.11.7,aks-nodepool1-60509450-vmss000000,10.244.25.3,aks-nodepool1-60509450-vmss00000p,10.244.31.3,aks-nodepool1-60509450-vmss00000f,10.244.1.3,aks-nodepool1-60509450-vmss000008,10.244.19.3,aks-nodepool1-60509450-vmss00000c,10.244.28.3,aks-nodepool1-60509450-vmss000007,10.244.21.3,aks-nodepool1-60509450-vmss00000q,10.244.20.3,aks-nodepool1-60509450-vmss00000n,10.244.12.3,aks-nodepool1-60509450-vmss00000g,10.244.27.3,aks-nodepool1-60509450-vmss00000k,10.244.2.3,aks-nodepool1-60509450-vmss00000u
0,10.244.9.3,6
1,10.244.22.3,4
2,10.244.30.3,6
3,10.244.5.3,7
4,10.244.8.3,3
5,10.244.6.3,1
6,10.244.24.3,7
7,10.244.4.3,6
8,10.244.18.3,3
9,10.244.13.3,7
10,10.244.3.3,1
11,10.244.32.3,3
12,10.244.15.3,5
13,10.244.17.3,4
14,10.244.7.3,7
15,10.244.23.3,5
16,10.244.10.3,6
17,10.244.16.3,2
18,10.244.29.3,5
19,10.244.14.3,7
20,10.244.26.3,5
21,10.244.11.7,5
22,10.244.25.3,6
23,10.244.31.3,7
24,10.244.1.3,5
25,10.244.19.3,5
26,10.244.28.3,2
27,10.244.21.3,4
28,10.244.20.3,7
29,10.244.12.3,2
30,10.244.27.3,1
31,10.244.2.3,2
32,10.244.6.3,4
33,10.244.3.3,7
34,10.244.27.3,5
35,10.244.16.3,3
36,10.244.28.3,1
37,10.244.12.3,1
38,10.244.2.3,5
39,10.244.8.3,5
40,10.244.18.3,3
41,10.244.32.3,4
42,10.244.28.3,5
43,10.244.12.3,1
44,10.244.22.3,2
45,10.244.17.3,2
46,10.244.5.3,7
47,10.244.21.3,4
48,10.244.12.3,2
49,10.244.6.3,1
50,10.244.9.3,7
51,10.244.24.3,7
52,10.244.15.3,3
53,10.244.23.3,3
54,10.244.16.3,2
55,10.244.29.3,1
56,10.244.30.3,5
57,10.244.13.3,6
58,10.244.30.3,1
59,10.244.4.3,6
60,10.244.7.3,7
61,10.244.14.3,4
62,10.244.10.3,7
63,10.244.31.3,7
64,10.244.14.3,1
65,10.244.22.3,4
66,10.244.14.3,1
67,10.244.15.3,4
68,10.244.26.3,1
69,10.244.25.3,5
70,10.244.11.7,3
71,10.244.25.3,3
72,10.244.20.3,6
73,10.244.29.3,7
74,10.244.23.3,2
75,10.244.23.3,3
76,10.244.26.3,4
77,10.244.26.3,1
78,10.244.1.3,1
79,10.244.11.7,5
80,10.244.19.3,2
81,10.244.3.3,4
82,10.244.3.3,1
83,10.244.19.3,6
84,10.244.22.3,1
85,10.244.17.3,4
86,10.244.1.3,6
87,10.244.27.3,5
88,10.244.5.3,3
89,10.244.5.3,2
90,10.244.2.3,6
91,10.244.18.3,3
92,10.244.9.3,7
93,10.244.5.3,3
94,10.244.8.3,3
95,10.244.24.3,6
96,10.244.6.3,6
97,10.244.32.3,4
98,10.244.21.3,2
99,10.244.8.3,4
100,10.244.13.3,7
101,10.244.28.3,3
102,10.244.7.3,5
103,10.244.32.3,2
104,10.244.4.3,5
105,10.244.10.3,5
106,10.244.31.3,6
107,10.244.30.3,7
108,10.244.4.3,2
109,10.244.29.3,7
110,10.244.21.3,3
111,10.244.18.3,2
112,10.244.16.3,1
113,10.244.18.3,3
114,10.244.7.3,3
115,10.244.20.3,4
116,10.244.14.3,6
117,10.244.15.3,7
118,10.244.1.3,7
119,10.244.19.3,2
120,10.244.22.3,1
121,10.244.26.3,6
122,10.244.16.3,2
123,10.244.11.7,1
124,10.244.25.3,3
125,10.244.22.3,3
126,10.244.11.7,4
127,10.244.9.3,6
128,10.244.27.3,7
129,10.244.2.3,5
130,10.244.24.3,7
131,10.244.17.3,7
132,10.244.3.3,5
133,10.244.12.3,6
134,10.244.13.3,7
135,10.244.25.3,2
136,10.244.19.3,3
137,10.244.30.3,7
138,10.244.6.3,1
139,10.244.23.3,3
140,10.244.6.3,1
141,10.244.16.3,2
142,10.244.6.3,3
143,10.244.28.3,1
144,10.244.20.3,1
145,10.244.31.3,6
146,10.244.10.3,7
147,10.244.4.3,6
148,10.244.29.3,7
149,10.244.32.3,3
150,10.244.7.3,3
151,10.244.22.3,3
152,10.244.8.3,7
153,10.244.5.3,2
154,10.244.18.3,2
155,10.244.15.3,7
156,10.244.14.3,5
157,10.244.23.3,5
158,10.244.5.3,2
159,10.244.28.3,6
160,10.244.32.3,2
161,10.244.16.3,3
162,10.244.11.7,1
163,10.244.25.3,3
164,10.244.1.3,4
165,10.244.20.3,4
166,10.244.26.3,5
167,10.244.27.3,6
168,10.244.9.3,5
169,10.244.24.3,5
170,10.244.21.3,5
171,10.244.17.3,7
172,10.244.5.3,2
173,10.244.9.3,1
174,10.244.2.3,5
175,10.244.7.3,5
176,10.244.13.3,6
177,10.244.11.7,5
178,10.244.18.3,3
179,10.244.24.3,2
180,10.244.12.3,6
181,10.244.30.3,6
182,10.244.1.3,3
183,10.244.3.3,7
184,10.244.31.3,6
185,10.244.10.3,7
186,10.244.29.3,4
187,10.244.4.3,7
188,10.244.8.3,4
189,10.244.8.3,1
190,10.244.22.3,1
191,10.244.8.3,1
192,10.244.15.3,7
193,10.244.18.3,1
194,10.244.19.3,6
195,10.244.32.3,2
196,10.244.29.3,2
197,10.244.28.3,5
198,10.244.14.3,6
199,10.244.6.3,3
