TimeStampSecs,NumIdleVms,NumIdleCpus,NumCrossVmLinks
1716310953.9102988,13,108,32
1716310958.0690482,6,65,128
1716310962.2310135,2,43,184
1716310966.3892875,0,6,325
1716310970.5711062,0,4,325
1716310974.7398427,0,4,325
1716310978.9077723,0,4,325
1716310983.0872474,0,4,325
1716310987.2563741,0,4,325
1716310991.4319568,0,4,325
1716310995.593436,0,4,325
1716310999.7659318,0,4,325
1716311003.9267812,0,4,325
1716311008.0878172,0,4,325
1716311012.2564569,0,4,325
1716311016.4293284,0,4,325
1716311020.5906465,0,4,325
1716311024.7557082,0,4,325
1716311028.916929,0,4,325
1716311033.076863,0,4,325
1716311037.255825,0,4,325
1716311041.4206164,0,4,325
1716311045.5886486,0,4,325
1716311049.747345,0,4,325
1716311053.9054515,0,4,325
1716311058.0782485,0,4,325
1716311062.2511854,0,4,325
1716311066.4138901,0,4,325
1716311070.5707076,0,4,325
1716311074.7380133,0,4,325
1716311078.9027815,0,4,325
1716311083.065153,0,4,325
1716311087.2230477,0,4,325
1716311091.385948,0,4,325
1716311095.5505035,0,4,325
1716311099.714835,0,4,325
1716311103.8741777,0,4,325
1716311108.050916,0,4,325
1716311112.211863,0,4,325
1716311116.3729107,0,4,325
1716311120.5339592,0,4,325
1716311124.7026644,0,4,325
1716311128.8868194,0,4,325
1716311133.0614765,0,4,325
1716311137.2304108,0,4,325
1716311141.3980887,0,4,325
1716311145.562485,0,4,325
1716311149.7293005,0,4,325
1716311153.8939538,0,4,325
1716311158.0645802,0,4,325
1716311162.2273712,0,4,325
1716311166.3878012,0,4,325
1716311170.5483525,0,4,325
1716311174.7084725,0,4,325
1716311178.8781338,0,4,325
1716311183.0480227,1,12,325
1716311187.2139454,0,6,325
1716311191.3802605,0,6,325
1716311195.543001,0,6,325
1716311199.7017517,0,6,325
1716311203.875675,0,6,325
1716311208.0393746,0,6,325
1716311212.2092633,0,6,325
1716311216.372354,0,6,325
1716311220.531151,0,6,325
1716311224.6982262,0,0,374
1716311228.8708963,0,0,374
1716311233.0331647,0,0,374
1716311237.1928174,0,0,374
1716311241.383253,0,0,374
1716311245.5547757,0,0,374
1716311249.724358,0,0,374
1716311253.8852532,0,0,374
1716311258.0467443,0,0,374
1716311262.2091455,0,0,374
1716311266.4121711,0,0,374
1716311270.5709622,0,0,374
1716311274.7469854,0,0,374
1716311278.9063604,0,0,374
1716311283.066512,0,0,374
1716311287.229825,0,0,374
1716311291.4104776,0,0,374
1716311295.5710514,0,0,374
1716311299.733067,0,0,374
1716311303.8912904,0,0,374
1716311308.0551755,0,0,374
1716311312.21816,0,5,374
1716311316.395487,0,5,374
1716311320.5736566,0,5,374
1716311324.7315254,0,5,374
1716311328.8899548,0,5,374
1716311333.0665271,0,5,374
1716311337.2317345,0,5,374
1716311341.4066749,0,5,374
1716311345.567544,0,5,374
1716311349.729408,0,5,374
1716311353.8896456,0,5,374
1716311358.056511,0,5,374
1716311362.2206457,0,5,374
1716311366.3922842,0,5,374
1716311370.5530844,0,5,374
1716311374.714888,0,5,374
1716311378.8738093,0,5,374
1716311383.0404265,0,5,374
1716311387.2014282,0,5,374
1716311391.3600733,0,5,374
1716311395.527775,0,5,374
1716311399.6982453,0,5,374
1716311403.864307,0,5,374
1716311408.0289536,0,5,374
1716311412.199964,0,5,374
1716311416.3615203,0,5,374
1716311420.5240107,0,5,374
1716311424.7105255,0,5,374
1716311428.871316,0,5,374
1716311433.033475,0,5,374
1716311437.2038841,0,5,374
1716311441.3682523,0,5,374
1716311445.5396876,0,5,374
1716311449.7064884,0,5,374
1716311453.8708992,0,5,374
1716311458.0328195,0,5,374
1716311462.191873,0,5,374
1716311466.3537905,0,5,374
1716311470.5160606,0,5,374
1716311474.6946766,0,5,374
1716311478.8536708,0,5,374
1716311483.0193074,0,5,374
1716311487.1902554,0,3,386
1716311491.3533673,0,3,386
1716311495.5180023,0,3,386
1716311499.6826913,0,3,386
1716311503.8449867,0,3,386
1716311508.0006678,0,0,371
1716311512.1632457,0,0,371
1716311516.3228884,0,0,371
1716311520.4928813,0,0,371
1716311524.6510918,0,0,371
1716311528.8166595,0,0,371
1716311532.9774199,0,4,355
1716311537.138716,0,4,355
1716311541.300367,0,4,355
1716311545.4679585,0,4,355
1716311549.6296022,0,4,355
1716311553.7872863,0,4,355
1716311557.950173,0,4,355
1716311562.1190324,0,4,355
1716311566.286444,0,4,355
1716311570.4597518,0,4,355
1716311574.6316772,0,4,355
1716311578.801546,0,4,355
1716311582.9641156,0,4,355
1716311587.122342,0,4,355
1716311591.299007,0,4,355
1716311595.4591289,0,4,355
1716311599.6208432,0,4,355
1716311603.791383,0,4,355
1716311607.9529083,0,4,355
1716311612.1127694,0,4,355
1716311616.2922776,0,4,355
1716311620.4542654,0,4,355
1716311624.6143634,0,4,355
1716311628.7827249,0,4,355
1716311632.9424803,0,4,355
1716311637.1053026,0,4,355
1716311641.2676344,0,4,355
1716311645.4296737,0,4,355
1716311649.5900726,0,4,355
1716311653.753472,0,4,355
1716311657.9146743,0,4,355
1716311662.0779603,0,4,355
1716311666.240169,0,4,355
1716311670.4103036,0,4,355
1716311674.5725763,0,4,355
1716311678.7378516,0,4,355
1716311682.9156,0,4,355
1716311687.0779915,0,4,355
1716311691.251779,0,4,355
1716311695.4151354,0,4,355
1716311699.5943289,0,6,355
1716311703.764866,0,6,355
1716311707.9256704,1,18,323
1716311712.0872335,0,1,354
1716311716.2598376,0,1,354
1716311720.4227014,0,1,354
1716311724.584753,0,1,354
1716311728.7459733,0,1,354
1716311732.9055455,0,1,354
1716311737.0671432,0,3,354
1716311741.2284677,0,3,354
1716311745.3841162,0,3,354
1716311749.561016,0,3,354
1716311753.727015,0,3,354
1716311757.8958364,0,3,354
1716311762.0539408,0,3,354
1716311766.2204003,0,3,354
1716311770.3853989,0,1,320
1716311774.5604618,0,1,320
1716311778.7215195,0,1,320
1716311782.885945,0,1,320
1716311787.0651386,0,1,320
1716311791.227481,0,1,320
1716311795.3878512,0,1,320
1716311799.5514646,0,1,320
1716311803.7289917,0,1,320
1716311807.8913984,0,7,320
1716311812.0538878,0,4,320
1716311816.2217665,0,6,290
1716311820.3861387,0,6,290
1716311824.555623,0,6,290
1716311828.7254362,0,6,290
1716311832.8837671,0,6,290
1716311837.0425375,0,6,290
1716311841.22358,0,6,290
1716311845.4000928,0,6,290
1716311849.566558,0,6,290
1716311853.7294633,0,6,290
1716311857.901204,0,6,290
1716311862.0700688,0,6,290
1716311866.2323632,0,6,290
1716311870.399502,0,6,290
1716311874.5665882,0,6,290
1716311878.7424386,0,6,290
1716311882.9002314,0,6,290
1716311887.0619292,0,6,290
1716311891.2185304,0,6,290
1716311895.3870618,0,6,290
1716311899.5478802,0,6,290
1716311903.7079952,0,6,290
1716311907.890922,0,14,269
1716311912.058995,0,0,347
1716311916.2207456,0,0,347
1716311920.3865306,0,0,347
1716311924.555072,0,0,347
1716311928.7158442,0,0,347
1716311932.8776605,0,0,347
1716311937.042858,0,0,347
1716311941.2042427,0,0,347
1716311945.3629413,0,0,347
1716311949.547827,0,0,347
1716311953.7054384,0,0,347
1716311957.8705475,0,0,347
1716311962.0330892,1,10,331
1716311966.2068775,1,10,331
1716311970.3735867,1,10,331
1716311974.5548394,1,10,331
1716311978.7354474,1,10,331
1716311982.9025805,1,10,331
1716311987.0706787,1,10,331
1716311991.231936,1,10,331
1716311995.3975728,1,10,331
1716311999.5640996,1,10,331
1716312003.7428849,1,10,331
1716312007.9009364,1,10,331
1716312012.058076,1,10,331
1716312016.234222,1,10,331
1716312020.4081585,1,10,331
1716312024.575885,1,10,331
1716312028.7478855,1,10,331
1716312032.915334,1,10,331
1716312037.0780828,1,10,331
1716312041.2434483,1,10,331
1716312045.403528,1,10,331
1716312049.568018,1,10,331
1716312053.726526,1,10,331
1716312057.8892071,1,10,331
1716312062.0524006,1,10,331
1716312066.2109609,0,7,315
1716312070.3712409,0,2,315
1716312074.5424461,0,2,315
1716312078.710739,0,2,315
1716312082.8743875,1,17,259
1716312087.036239,0,8,259
1716312091.2164326,0,8,259
1716312095.386228,0,8,259
1716312099.5539253,0,8,259
1716312103.7266426,0,8,259
1716312107.8906162,0,8,259
1716312112.0690732,0,8,259
1716312116.2300496,0,8,259
1716312120.3864007,0,8,259
1716312124.5582283,0,8,259
1716312128.7202055,0,8,259
1716312132.8884022,0,8,259
1716312137.0654697,0,8,259
1716312141.2398887,0,8,259
1716312145.4135487,0,8,259
1716312149.5732975,0,8,259
1716312153.7453365,0,8,259
1716312157.9153259,0,8,259
1716312162.0821064,0,8,259
1716312166.2645574,0,10,234
1716312170.425408,0,2,257
1716312174.5964415,0,2,257
1716312178.7633438,0,2,257
1716312182.9357002,0,2,257
1716312187.100776,0,2,257
1716312191.2649968,0,2,257
1716312195.4540126,0,2,257
1716312199.6213229,0,2,257
1716312203.781023,0,2,257
1716312207.9370265,0,2,257
1716312212.096776,0,2,257
1716312216.2553895,0,2,257
1716312220.4365551,0,2,257
1716312224.6009088,0,2,257
1716312228.7635794,0,2,257
1716312232.9273748,0,2,257
1716312237.1626573,0,2,257
1716312241.3212295,0,2,257
1716312245.486675,0,2,257
1716312249.6604416,0,2,257
1716312253.8233802,0,2,257
1716312257.9868124,0,2,257
1716312262.1596262,0,2,257
1716312266.3259935,0,2,257
1716312270.4901268,0,2,257
1716312274.6705432,0,2,257
1716312278.8508525,0,2,257
1716312283.01249,0,2,257
1716312287.171143,0,2,257
1716312291.3350995,0,2,257
1716312295.5000565,0,2,257
1716312299.6607745,0,2,257
1716312303.824278,0,2,257
1716312308.0320692,0,2,257
1716312312.1947446,0,2,257
1716312316.3631124,0,2,257
1716312320.5324244,1,11,249
1716312324.695511,1,11,249
1716312328.8546307,1,11,249
1716312333.0315871,1,11,249
1716312337.2045624,0,1,296
1716312341.3712318,0,1,296
1716312345.5395906,0,1,296
1716312349.7032497,0,1,296
1716312353.8830888,0,1,296
1716312358.0444534,0,8,288
1716312362.2040603,0,6,288
1716312366.3726704,0,14,265
1716312370.5343847,0,7,277
1716312374.6977797,0,7,277
