TaskId,SchedulingDecision
10.244.4.3,aks-nodepool1-36882932-vmss000007,10.244.9.8,aks-nodepool1-36882932-vmss000000,10.244.6.3,aks-nodepool1-36882932-vmss000001,10.244.2.3,aks-nodepool1-36882932-vmss00000f,10.244.14.3,aks-nodepool1-36882932-vmss000009,10.244.16.3,aks-nodepool1-36882932-vmss000002,10.244.15.3,aks-nodepool1-36882932-vmss000005,10.244.1.10,aks-nodepool1-36882932-vmss00000c,10.244.7.4,aks-nodepool1-36882932-vmss00000g,10.244.10.3,aks-nodepool1-36882932-vmss000008,10.244.5.3,aks-nodepool1-36882932-vmss00000e,10.244.13.3,aks-nodepool1-36882932-vmss00000d,10.244.3.3,aks-nodepool1-36882932-vmss000003,10.244.11.3,aks-nodepool1-36882932-vmss000006,10.244.12.3,aks-nodepool1-36882932-vmss00000a,10.244.8.3,aks-nodepool1-36882932-vmss00000b
0,10.244.4.3,2
1,10.244.9.8,2
2,10.244.6.3,3
3,10.244.2.3,7
4,10.244.14.3,1
5,10.244.16.3,3
6,10.244.15.3,6
7,10.244.1.10,6
8,10.244.7.4,4
9,10.244.10.3,4
10,10.244.5.3,1
11,10.244.13.3,1
12,10.244.3.3,7
13,10.244.11.3,4
14,10.244.12.3,6
15,10.244.8.3,3
16,10.244.14.3,3
17,10.244.5.3,6
18,10.244.13.3,1
19,10.244.4.3,4
20,10.244.9.8,3
21,10.244.15.3,7
22,10.244.13.3,3
23,10.244.6.3,1
24,10.244.16.3,2
25,10.244.1.10,7
26,10.244.8.3,1
27,10.244.12.3,5
28,10.244.6.3,4
29,10.244.14.3,2
30,10.244.7.4,2
31,10.244.2.3,7
32,10.244.10.3,3
33,10.244.5.3,6
34,10.244.11.3,1
35,10.244.8.3,3
36,10.244.9.8,1
37,10.244.16.3,1
38,10.244.13.3,2
39,10.244.11.3,2
40,10.244.10.3,4
41,10.244.12.3,2
42,10.244.4.3,2
43,10.244.9.8,1
44,10.244.3.3,7
45,10.244.15.3,7
46,10.244.16.3,2
47,10.244.1.10,7
48,10.244.7.4,1
49,10.244.12.3,6
