TimeStampSecs,NumIdleVms,NumIdleCpus,NumCrossVmLinks
1714042722.0911205,4,32,0
1714042726.097724,4,32,0
1714042730.1039817,0,7,64
1714042734.110231,0,1,70
1714042738.1146755,0,1,70
1714042742.118811,0,1,70
1714042746.1250277,0,1,70
1714042750.1312163,0,1,70
1714042754.1389108,0,1,70
1714042758.1430306,0,1,70
1714042762.1470292,0,1,70
1714042766.1502125,0,1,70
1714042770.15636,0,1,70
1714042774.1626399,0,1,70
1714042778.1667,0,1,70
1714042782.1701999,0,1,70
1714042786.1747184,0,1,70
1714042790.1809201,0,1,70
1714042794.187745,0,1,70
1714042798.1986077,0,1,70
1714042802.201973,0,1,70
1714042806.2102232,0,1,70
1714042810.2181787,0,1,70
1714042814.222135,0,1,70
1714042818.228961,0,1,70
1714042822.2353177,0,1,70
1714042826.244032,0,1,70
1714042830.2512162,0,1,70
1714042834.2581718,0,1,70
1714042838.2620423,0,1,70
1714042842.266805,0,1,70
1714042846.270398,0,1,70
1714042850.2778099,0,1,70
1714042854.2820446,0,1,70
1714042858.2892444,0,1,70
1714042862.2947166,0,1,70
1714042866.3019218,1,11,54
1714042870.306653,0,2,62
1714042874.3100765,0,2,62
1714042878.3146894,0,2,62
1714042882.3199682,0,2,62
1714042886.3283815,0,2,62
1714042890.3372328,0,2,62
1714042894.3426235,0,2,62
1714042898.346738,0,2,62
1714042902.3518012,0,2,62
1714042906.359137,0,2,62
1714042910.3660107,0,2,62
1714042914.37144,0,2,62
1714042918.3780253,0,9,56
1714042922.3865159,0,9,56
1714042926.3915548,0,11,14
1714042930.3984914,0,11,14
1714042934.4050503,0,11,14
1714042938.4151504,0,11,14
1714042942.4220817,0,11,14
1714042946.4266632,0,11,14
1714042950.4315407,0,11,14
1714042954.4383988,0,11,14
1714042958.4431105,0,11,14
1714042962.4513001,0,11,14
1714042966.458546,0,11,14
1714042970.4666178,0,11,14
1714042974.4697697,0,11,14
1714042978.4739034,0,11,14
1714042982.4777486,0,11,14
1714042986.485213,0,11,14
1714042990.490449,0,11,14
1714042994.4957824,0,11,14
1714042998.5027108,0,11,14
1714043002.5101552,0,11,14
1714043006.513839,0,8,32
1714043010.5228493,0,8,32
1714043014.5270529,0,8,32
1714043018.5317147,1,8,32
1714043022.5389373,1,8,32
1714043026.5426183,1,8,32
1714043030.5478082,1,8,32
1714043034.5558193,1,8,32
1714043038.5618587,1,8,32
1714043042.5659382,1,8,32
1714043046.5707266,1,8,32
1714043050.573855,1,8,32
1714043054.5837753,1,8,32
1714043058.5914884,1,8,32
1714043062.600506,0,2,80
1714043066.6077838,0,2,80
1714043070.6159964,0,2,80
1714043074.6221068,0,2,80
1714043078.6274772,0,2,80
1714043082.6349137,0,2,80
1714043086.6397822,0,2,80
1714043090.6479573,0,2,80
1714043094.6541035,0,2,80
1714043098.6581194,0,2,80
1714043102.6624892,0,2,80
1714043106.6675205,0,2,80
1714043110.6741152,0,2,80
1714043114.6815698,0,2,80
1714043118.6888723,0,6,48
1714043122.693949,0,6,48
1714043126.699653,0,6,48
1714043130.7067416,0,6,48
1714043134.7101183,0,6,48
1714043138.7145429,0,6,48
1714043142.7183585,0,6,48
1714043146.7225533,0,6,48
1714043150.7273858,0,6,48
1714043154.7351065,0,6,48
1714043158.741389,2,20,0
1714043162.7457323,2,20,0
1714043166.7515686,2,20,0
1714043170.757686,2,20,0
1714043174.7660327,2,20,0
1714043178.7730854,2,20,0
1714043182.7793024,2,20,0
1714043186.788103,3,24,0
1714043190.7970855,3,24,0
1714043194.8052711,3,24,0
1714043198.8108757,3,24,0
1714043202.8144355,3,24,0
1714043206.8177648,3,24,0
1714043210.8260403,3,24,0
1714043214.831362,3,24,0
1714043218.8396134,3,24,0
1714043222.8475938,3,24,0
1714043226.8538275,3,24,0
1714043230.8621683,3,24,0
1714043234.8676224,3,24,0
1714043238.8754077,3,24,0
1714043242.8847752,3,24,0
