TimeStampSecs,NumIdleVms,NumIdleCpus,NumCrossVmLinks
1716363684.8744302,21,180,16
1716363689.043715,14,142,120
1716363693.2165856,9,109,192
1716363697.3876185,4,83,256
1716363701.5551298,0,58,328
1716363705.7292356,0,58,328
1716363709.8851662,0,58,328
1716363714.04683,0,58,328
1716363718.2064126,0,58,328
1716363722.3749406,0,58,328
1716363726.5399218,0,58,328
1716363730.702182,0,58,328
1716363734.8673902,0,58,328
1716363739.044503,0,58,328
1716363743.2142677,0,58,328
1716363747.3831766,0,58,328
1716363751.5426052,0,58,328
1716363755.7074995,0,58,328
1716363759.8781538,0,58,328
1716363764.0394921,0,58,328
1716363768.20533,0,58,328
1716363772.3669407,0,58,328
1716363776.5290267,0,58,328
1716363780.6845403,0,58,328
1716363784.8476253,0,58,328
1716363789.0108519,0,58,328
1716363793.1878211,0,58,328
1716363797.3451703,0,58,328
1716363801.5328875,0,58,328
1716363805.693496,0,58,328
1716363809.8476017,0,58,328
1716363814.0203593,0,58,328
1716363818.1757374,0,58,328
1716363822.3342388,0,58,328
1716363826.4977124,0,58,328
1716363830.6617134,0,58,328
1716363834.8228924,0,58,328
1716363838.982362,0,58,328
1716363843.1443005,0,58,328
1716363847.302686,0,58,328
1716363851.4761343,0,58,328
1716363855.6373353,0,58,328
1716363859.7992377,0,58,328
1716363863.9787543,0,58,328
1716363868.1443193,0,58,328
1716363872.3051968,0,58,328
1716363876.4658487,0,58,328
1716363880.6339004,0,58,328
1716363884.8050976,0,58,328
1716363888.965913,0,58,328
1716363893.142295,0,58,328
1716363897.3064945,0,58,328
1716363901.4676003,0,58,328
1716363905.631635,0,58,328
1716363909.7901552,0,58,328
1716363913.9681544,0,58,328
1716363918.1299999,0,58,328
1716363922.3020608,0,58,328
1716363926.4630117,0,58,328
1716363930.6224759,0,58,328
1716363934.808653,0,58,328
1716363938.982805,0,58,328
1716363943.1429899,0,58,328
1716363947.3079953,0,58,328
1716363951.477793,0,58,328
1716363955.6628761,0,58,328
1716363959.8206282,0,58,328
1716363963.97949,0,58,328
1716363968.139934,0,58,328
1716363972.3003106,0,58,328
1716363976.458726,1,62,328
1716363980.6177926,1,62,328
1716363984.785884,1,62,328
1716363988.9489167,1,62,328
1716363993.1144507,1,62,328
1716363997.274348,2,67,328
1716364001.4338918,0,55,360
1716364005.6110454,0,55,360
1716364009.7842517,0,55,360
1716364013.9495046,0,55,360
1716364018.1445715,0,55,360
1716364022.3127098,0,55,360
1716364026.4736793,0,55,360
1716364030.6483374,0,55,360
1716364034.8061438,0,55,360
1716364038.9671853,0,55,360
1716364043.126725,0,55,360
1716364047.287835,0,55,360
1716364051.45138,0,55,360
1716364055.6143556,0,55,360
1716364059.7724802,0,55,360
1716364063.9421592,0,55,360
1716364068.103943,0,55,360
1716364072.2643485,0,55,360
1716364076.4378214,0,55,360
1716364080.5988941,0,55,360
1716364084.7707262,0,55,360
1716364088.9410436,0,55,360
1716364093.0980074,0,55,360
1716364097.2608478,0,55,360
1716364101.4235382,0,55,360
1716364105.5856369,0,55,360
1716364109.7477834,0,55,360
1716364113.9162126,0,55,360
1716364118.087969,0,55,360
1716364122.247699,0,55,360
1716364126.423429,0,55,360
1716364130.5849965,0,55,360
1716364134.7574713,0,55,360
1716364138.9156067,0,55,360
1716364143.076306,0,55,360
1716364147.25376,0,55,360
1716364151.4335892,0,55,360
1716364155.6148753,0,55,360
1716364159.7758934,2,66,336
1716364163.9423094,0,58,336
1716364168.112816,2,69,312
1716364172.2732646,0,57,344
1716364176.4488845,0,57,344
1716364180.614755,1,66,320
1716364184.7755747,1,66,320
1716364188.938129,1,66,320
1716364193.099132,1,66,320
1716364197.2608478,1,66,320
1716364201.4215076,0,56,352
1716364205.5787601,1,58,336
1716364209.7446814,0,55,336
1716364213.9285562,0,52,360
1716364218.1109452,0,52,360
1716364222.27789,1,54,360
1716364226.4345303,0,52,360
1716364230.6034458,0,52,360
1716364234.7759814,0,52,360
1716364238.937381,0,52,360
1716364243.116667,0,52,360
1716364247.2780826,1,58,336
1716364251.4351063,0,55,336
1716364255.595909,0,55,336
1716364259.755307,0,55,336
1716364263.9251344,0,55,336
1716364268.082543,0,55,336
1716364272.259332,0,55,336
1716364276.4337342,0,55,336
1716364280.5967414,0,55,336
1716364284.7577193,0,55,336
1716364288.936566,0,55,336
1716364293.0989475,0,55,336
1716364297.2642932,0,55,336
1716364301.4230192,0,55,336
1716364305.5804424,0,55,336
1716364309.7407465,0,55,336
1716364313.897929,0,55,336
1716364318.059232,0,55,336
1716364322.219585,0,55,336
1716364326.3788455,0,55,336
1716364330.5406368,0,55,336
