TaskId,SchedulingDecision
10.244.6.20,aks-nodepool1-31555013-vmss000000,10.244.3.19,aks-nodepool1-31555013-vmss000004,10.244.4.12,aks-nodepool1-31555013-vmss000001,10.244.2.17,aks-nodepool1-31555013-vmss000005,10.244.5.8,aks-nodepool1-31555013-vmss000008,10.244.0.16,aks-nodepool1-31555013-vmss000002,10.244.7.15,aks-nodepool1-31555013-vmss000006,10.244.1.15,aks-nodepool1-31555013-vmss000007
0,10.244.6.20,8,10.244.3.19,8
1,10.244.4.12,8
2,10.244.2.17,8,10.244.5.8,8
3,10.244.0.16,8,10.244.7.15,8
4,10.244.6.20,8,10.244.3.19,8
5,10.244.1.15,8
6,10.244.0.16,8
7,10.244.2.17,8,10.244.5.8,8
8,10.244.6.20,8,10.244.3.19,8
9,10.244.7.15,8
10,10.244.2.17,8
11,10.244.4.12,8,10.244.5.8,8
12,10.244.1.15,8
13,10.244.6.20,8,10.244.3.19,8
14,10.244.0.16,8,10.244.7.15,8
15,10.244.4.12,8,10.244.5.8,8
16,10.244.6.20,8,10.244.3.19,8
17,10.244.0.16,8,10.244.7.15,8
18,10.244.4.12,8,10.244.2.17,8
19,10.244.5.8,8
20,10.244.6.20,8,10.244.3.19,8
21,10.244.0.16,8,10.244.7.15,8
22,10.244.6.20,8,10.244.3.19,8
23,10.244.4.12,8,10.244.2.17,8
24,10.244.1.15,8
