TimeStampSecs,NumIdleVms,NumIdleCpus,NumCrossVmLinks
1714764050.625365,3,31,96
1714764054.787558,0,5,179
1714764058.950709,0,5,179
1714764063.1184566,0,5,179
1714764067.2804263,0,5,179
1714764071.4478867,0,5,179
1714764075.6099145,0,5,179
1714764079.7717507,0,5,179
1714764083.93482,0,5,179
1714764088.0955951,0,5,179
1714764092.2546844,0,5,179
1714764096.4179778,0,5,179
1714764100.5817149,0,5,179
1714764104.7445552,0,5,179
1714764108.907116,0,5,179
1714764113.0687313,0,5,179
1714764117.2331223,0,5,179
1714764121.398033,0,5,179
1714764125.5583248,0,5,179
1714764129.719302,0,5,179
1714764133.8838692,0,5,179
1714764138.0442793,0,5,179
1714764142.2210329,0,5,179
1714764146.3875306,0,5,179
1714764150.5487146,0,5,179
1714764154.7299664,0,5,179
1714764158.8921247,0,5,179
1714764163.0578952,0,5,179
1714764167.222721,0,6,171
1714764171.3866007,0,9,123
1714764175.5505545,2,23,75
1714764179.7121267,0,12,99
1714764183.87428,1,25,59
1714764188.0393782,0,3,125
1714764192.2024875,0,3,125
1714764196.3625524,0,3,125
1714764200.5264816,0,0,121
1714764204.6888793,0,0,121
1714764208.8476117,0,0,121
1714764213.011679,0,0,121
1714764217.1813889,0,0,121
1714764221.344651,0,0,121
1714764225.5035439,0,0,121
1714764229.6669166,0,0,121
1714764233.834857,0,0,121
1714764238.0037658,0,0,121
1714764242.1728892,0,0,121
1714764246.3372655,0,0,121
1714764250.4978342,0,0,121
1714764254.6605325,0,0,121
1714764258.8291812,0,0,121
1714764263.0036223,0,0,121
1714764267.1665173,0,0,121
1714764271.331993,0,0,121
1714764275.4988503,0,0,121
1714764279.6617246,0,0,121
1714764283.8185968,0,0,121
1714764287.987746,0,0,121
1714764292.1536305,0,0,121
1714764296.3179085,0,0,121
1714764300.4778967,0,0,121
1714764304.6381192,0,10,65
1714764308.800917,0,10,65
1714764312.965008,0,10,65
1714764317.132123,0,10,65
1714764321.294661,0,10,65
1714764325.4638128,0,10,65
1714764329.6199775,0,10,65
1714764333.7801285,1,21,41
1714764337.941824,0,8,81
1714764342.1051285,0,8,81
1714764346.2629843,0,8,81
1714764350.425766,0,8,81
1714764354.592949,0,8,81
1714764358.7512321,0,8,81
1714764362.9117913,0,8,81
1714764367.075444,0,8,81
1714764371.238612,0,8,81
1714764375.4137063,0,8,81
1714764379.572933,0,8,81
1714764383.7437632,0,13,81
1714764387.9074624,0,13,81
1714764392.066056,0,7,121
1714764396.2298331,0,7,121
1714764400.399548,0,7,121
1714764404.5562565,0,7,121
1714764408.7181985,0,7,121
1714764412.880796,0,7,121
1714764417.041517,0,7,121
1714764421.204792,0,7,159
1714764425.3670769,0,7,159
1714764429.5282714,0,7,159
1714764433.6898777,0,7,159
1714764437.8539052,0,7,159
1714764442.013578,1,11,159
1714764446.173646,1,11,159
1714764450.3321805,1,11,159
1714764454.490347,1,11,159
1714764458.6523318,1,11,159
1714764462.8192518,1,16,159
1714764466.9779203,0,4,199
1714764471.1483917,0,8,167
1714764475.324518,0,8,167
1714764479.4917326,0,8,167
1714764483.654924,0,8,167
1714764487.8314238,0,8,167
1714764491.9950047,0,8,167
1714764496.1591318,0,8,167
1714764500.3208568,0,8,167
1714764504.482913,0,8,167
1714764508.6536493,0,8,167
1714764512.8174036,0,13,112
1714764516.979873,0,7,117
1714764521.1420984,0,7,117
1714764525.3121681,0,7,117
1714764529.476158,0,7,117
1714764533.6392927,0,7,117
1714764537.8030748,0,7,117
1714764541.971536,0,7,117
1714764546.1385067,0,7,117
1714764550.2964478,0,9,101
1714764554.4568534,0,9,101
1714764558.6252043,0,9,101
1714764562.79603,0,9,101
1714764566.960599,0,9,101
1714764571.1344635,0,9,101
1714764575.295934,0,9,101
1714764579.455538,0,9,101
1714764583.6148996,2,22,61
1714764587.7744925,0,7,117
1714764591.9581726,0,7,117
1714764596.1161716,0,7,117
1714764600.2823837,0,7,117
1714764604.4514887,0,7,117
1714764608.6154478,0,7,117
1714764612.782792,0,12,117
1714764616.941722,0,0,156
1714764621.1098614,0,0,156
1714764625.270588,0,0,156
1714764629.4301112,0,0,156
1714764633.5915978,0,0,156
1714764637.7552521,0,0,156
1714764641.916766,0,0,156
1714764646.08403,0,0,156
1714764650.2438295,0,0,156
1714764654.4045515,0,0,156
1714764658.5694108,1,9,148
1714764662.7304587,1,9,148
1714764666.9013534,1,9,148
1714764671.07152,1,9,148
1714764675.2338023,1,9,148
1714764679.3985634,1,9,148
1714764683.5606747,1,9,148
1714764687.7227023,0,4,156
1714764691.892919,0,4,156
1714764696.0581791,1,16,124
1714764700.230251,2,31,68
1714764704.3923547,2,31,68
1714764708.555722,2,31,68
1714764712.7264023,2,31,68
1714764716.8919475,2,31,68
1714764721.0521462,2,31,68
1714764725.2128866,2,31,68
1714764729.3749814,2,31,68
1714764733.541917,2,31,68
1714764737.7031045,2,31,68
1714764741.8629391,2,31,68
1714764746.0395303,2,31,68
1714764750.2043843,2,31,68
1714764754.3628142,2,31,68
1714764758.5253613,4,43,29
1714764762.692262,4,43,29
1714764766.8528943,4,43,29
1714764771.0249035,4,43,29
1714764775.1952486,4,43,29
1714764779.3566926,6,49,24
1714764783.5185902,6,49,24
1714764787.6840274,6,49,24
1714764791.8463511,6,49,24
1714764796.009511,6,49,24
1714764800.1718662,6,49,24
1714764804.3356829,6,49,24
1714764808.4987855,6,49,24
1714764812.6630254,6,49,24
1714764816.824217,6,49,24
1714764820.9848707,6,49,24
1714764825.1640136,6,49,24
1714764829.3203235,6,49,24
1714764833.4842446,6,49,24
1714764837.6492844,6,49,24
1714764841.8139973,7,60,0
1714764845.9741132,7,60,0
1714764850.1365786,7,60,0
1714764854.3087401,7,60,0
1714764858.4728603,7,60,0
1714764862.633496,7,60,0
1714764866.7946332,7,60,0
1714764870.9540744,7,60,0
1714764875.1169205,7,60,0
1714764879.276482,7,60,0
1714764883.4409423,7,60,0
1714764887.6079237,7,60,0
1714764891.7871118,7,60,0
1714764895.9513996,7,60,0
1714764900.1335545,7,60,0
1714764904.2958128,7,60,0
1714764908.4779167,7,60,0
1714764912.650905,7,60,0
1714764916.8138695,7,60,0
1714764920.9764643,7,60,0
1714764925.1387885,7,60,0
1714764929.3041425,7,60,0
1714764933.4727933,7,60,0
1714764937.6370971,7,60,0
1714764941.8016243,7,60,0
1714764945.9650106,7,60,0
1714764950.1293335,7,60,0
1714764954.3014631,7,60,0
1714764958.4615383,7,60,0
1714764962.6161082,7,60,0
1714764966.7765043,7,60,0
1714764970.9367335,7,60,0
1714764975.1046205,7,60,0
1714764979.2715223,7,60,0
1714764983.4321983,7,60,0
1714764987.591428,7,60,0
1714764991.7520976,7,60,0
1714764995.9133992,7,60,0
1714765000.0769792,7,60,0
