TaskId,SchedulingDecision
10.244.13.29,aks-nodepool1-23074655-vmss000001,10.244.15.21,aks-nodepool1-23074655-vmss000004,10.244.12.22,aks-nodepool1-23074655-vmss00000e,10.244.2.28,aks-nodepool1-23074655-vmss000007,10.244.3.20,aks-nodepool1-23074655-vmss00000b,10.244.4.22,aks-nodepool1-23074655-vmss00000c,10.244.1.24,aks-nodepool1-23074655-vmss000005,10.244.6.26,aks-nodepool1-23074655-vmss00000g,10.244.11.23,aks-nodepool1-23074655-vmss000002,10.244.10.29,aks-nodepool1-23074655-vmss00000f,10.244.7.24,aks-nodepool1-23074655-vmss00000a,10.244.8.29,aks-nodepool1-23074655-vmss000000,10.244.9.25,aks-nodepool1-23074655-vmss000006,10.244.0.21,aks-nodepool1-23074655-vmss000003,10.244.14.22,aks-nodepool1-23074655-vmss000009,10.244.16.20,aks-nodepool1-23074655-vmss000008
0,10.244.13.29,8
1,10.244.15.21,8
2,10.244.12.22,8,10.244.2.28,4
3,10.244.3.20,8,10.244.4.22,6
4,10.244.1.24,7
5,10.244.6.26,8,10.244.11.23,7
6,10.244.10.29,4
7,10.244.7.24,8,10.244.8.29,7
8,10.244.9.25,8
9,10.244.0.21,5
10,10.244.14.22,8
11,10.244.16.20,8,10.244.2.28,1
12,10.244.10.29,4,10.244.2.28,3,10.244.0.21,3,10.244.4.22,2,10.244.1.24,1,10.244.11.23,1
13,10.244.7.24,4
14,10.244.8.29,8,10.244.7.24,2
15,10.244.6.26,7
16,10.244.11.23,7,10.244.7.24,2
17,10.244.3.20,7
18,10.244.4.22,8,10.244.10.29,4,10.244.2.28,2
19,10.244.12.22,8,10.244.2.28,1
20,10.244.2.28,4,10.244.0.21,3
21,10.244.16.20,8,10.244.2.28,1
22,10.244.13.29,8,10.244.3.20,1
23,10.244.15.21,8,10.244.9.25,5
24,10.244.14.22,8,10.244.9.25,3,10.244.1.24,1,10.244.6.26,1,10.244.11.23,1
25,10.244.4.22,8,10.244.1.24,7
26,10.244.8.29,7
27,10.244.10.29,4,10.244.2.28,2,10.244.7.24,2
28,10.244.11.23,4
29,10.244.12.22,8,10.244.11.23,2
30,10.244.15.21,8,10.244.9.25,4
31,10.244.0.21,5
32,10.244.14.22,8,10.244.9.25,4,10.244.11.23,1
33,10.244.3.20,7,10.244.7.24,1
34,10.244.6.26,7
35,10.244.10.29,4,10.244.2.28,1,10.244.1.24,1,10.244.6.26,1,10.244.11.23,1,10.244.7.24,1
36,10.244.13.29,8,10.244.16.20,6
37,10.244.2.28,5,10.244.0.21,1
38,10.244.0.21,2,10.244.16.20,2,10.244.3.20,1,10.244.8.29,1
39,10.244.4.22,8,10.244.1.24,3
40,10.244.15.21,5
41,10.244.1.24,4,10.244.9.25,4,10.244.15.21,3
42,10.244.14.22,8
43,10.244.12.22,8,10.244.9.25,3
44,10.244.13.29,8,10.244.16.20,5
45,10.244.10.29,4,10.244.11.23,3,10.244.2.28,2,10.244.7.24,1
46,10.244.8.29,7,10.244.7.24,1
47,10.244.7.24,4,10.244.9.25,1,10.244.16.20,1
48,10.244.4.22,6
49,10.244.1.24,3,10.244.4.22,1
